JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
720,16,11,03.09.2023,HOMEPAGE,View,195
2136,16,12,17.10.2023,CHECKOUT,Drop-off,183.25
642,16,15,16.11.2025,PRODUCTPAGE,Click,248
870,16,16,21.08.2025,PRODUCTPAGE,Click,35
3432,16,17,03.02.2023,HOMEPAGE,Click,122
229,16,17,30.01.2025,PRODUCTPAGE,Drop-off,71.75
1948,16,19,12.12.2023,HOMEPAGE,View,135
2370,17,1,11.01.2024,HOMEPAGE,Click,70
3316,17,1,05.06.2025,PRODUCTPAGE,Click,20
1249,17,1,12.07.2025,PRODUCTPAGE,Drop-off,192.25
2011,17,1,22.11.2025,HOMEPAGE,View,204
36,17,2,20.11.2023,CHECKOUT,Purchase,137
2873,17,2,13.08.2025,PRODUCTPAGE,View,192
3745,17,3,28.11.2023,HOMEPAGE,Click,101
1301,17,4,01.10.2025,PRODUCTPAGE,View,81
1820,17,6,16.02.2024,PRODUCTPAGE,View,179
1666,17,7,16.07.2023,HOMEPAGE,View,164
1248,17,8,13.12.2023,HOMEPAGE,Click,153
2341,17,8,11.06.2025,PRODUCTPAGE,View,76
3586,17,9,28.09.2024,HOMEPAGE,View,210
2989,17,9,14.06.2025,CHECKOUT,Drop-off,124.5
2969,17,9,23.10.2025,PRODUCTPAGE,View,295
3778,17,10,18.05.2023,PRODUCTPAGE,Click,132
272,17,10,03.08.2023,CHECKOUT,Drop-off,256
2355,17,10,09.09.2024,CHECKOUT,Purchase,26
2644,17,10,29.03.2025,CHECKOUT,Drop-off,124.5
3260,17,12,27.08.2023,PRODUCTPAGE,View,198
2591,17,12,22.07.2024,HOMEPAGE,View,20
1976,17,13,14.09.2024,PRODUCTPAGE,View,171
451,17,14,27.11.2025,HOMEPAGE,View,142
3616,17,16,12.12.2023,HOMEPAGE,View,102
3773,17,16,23.08.2024,HOMEPAGE,Click,74
2329,17,16,17.01.2025,HOMEPAGE,Click,63
1378,17,18,08.01.2023,CHECKOUT,Drop-off,36.3333333333333
158,17,18,19.11.2025,HOMEPAGE,Click,97
2260,17,18,26.12.2025,HOMEPAGE,Click,92
1110,17,19,23.12.2023,HOMEPAGE,Click,275
866,17,19,01.01.2024,HOMEPAGE,View,204
3321,17,19,21.04.2024,HOMEPAGE,View,89
161,17,19,15.01.2025,PRODUCTPAGE,View,50
562,17,20,04.02.2024,HOMEPAGE,Click,46
539,18,1,27.02.2023,PRODUCTPAGE,View,139
2905,18,1,12.03.2023,CHECKOUT,Drop-off,116.5
779,18,1,29.02.2024,HOMEPAGE,Click,113
3512,18,1,23.01.2025,HOMEPAGE,Click,119
2094,18,2,11.02.2025,PRODUCTPAGE,Click,231
3710,18,4,28.05.2024,PRODUCTPAGE,Click,16
826,18,4,23.10.2024,PRODUCTPAGE,View,27
3441,18,4,17.12.2024,PRODUCTPAGE,View,108
1672,18,7,21.08.2024,PRODUCTPAGE,Click,110
688,18,7,06.05.2025,HOMEPAGE,View,23
1259,18,7,24.09.2025,PRODUCTPAGE,View,270
2646,18,8,13.11.2024,HOMEPAGE,Click,223
1333,18,9,05.05.2023,PRODUCTPAGE,View,247
1753,18,9,17.04.2024,HOMEPAGE,View,108
3384,18,9,01.01.2025,PRODUCTPAGE,View,299
3400,18,9,31.07.2025,CHECKOUT,Drop-off,233.75
1345,18,10,24.06.2024,HOMEPAGE,View,98
3333,18,10,02.08.2024,PRODUCTPAGE,View,227
1425,18,11,03.05.2023,PRODUCTPAGE,View,89
636,18,12,19.07.2023,CHECKOUT,Drop-off,149.5
3730,18,12,24.09.2024,HOMEPAGE,Click,32
2073,18,14,12.08.2023,PRODUCTPAGE,View,25
2801,18,15,14.06.2025,CHECKOUT,Drop-off,124.5
1379,18,15,13.12.2025,HOMEPAGE,View,195
1417,18,16,10.04.2023,PRODUCTPAGE,Click,102
653,18,16,19.04.2024,PRODUCTPAGE,Click,147
469,18,16,27.11.2025,PRODUCTPAGE,View,33
1770,18,17,14.10.2024,HOMEPAGE,View,23
1089,18,18,27.09.2024,CHECKOUT,Drop-off,214.4
293,18,19,08.09.2023,PRODUCTPAGE,Click,77
820,19,1,24.03.2024,HOMEPAGE,Click,90
897,19,1,07.05.2024,HOMEPAGE,View,236
2292,19,2,25.06.2025,PRODUCTPAGE,View,216
2605,19,3,07.10.2024,HOMEPAGE,View,217
218,19,3,04.05.2025,HOMEPAGE,View,155
1521,19,5,23.07.2024,PRODUCTPAGE,View,137
461,19,5,05.09.2024,CHECKOUT,Purchase,176
3920,19,5,06.09.2025,PRODUCTPAGE,Click,40
2240,19,6,09.06.2025,PRODUCTPAGE,Click,107
60,19,6,17.06.2025,PRODUCTPAGE,View,190
3842,19,7,29.06.2023,PRODUCTPAGE,Click,257
3787,19,9,31.01.2023,PRODUCTPAGE,Click,183
2154,19,9,14.01.2025,CHECKOUT,Drop-off,147
353,19,10,13.07.2024,HOMEPAGE,View,60
987,19,10,03.08.2024,HOMEPAGE,View,227
1972,19,10,06.01.2025,HOMEPAGE,Click,288
3660,19,11,03.08.2025,PRODUCTPAGE,Click,286
1888,19,11,25.10.2025,PRODUCTPAGE,Click,259
3736,19,12,02.04.2023,HOMEPAGE,View,79
3021,19,12,24.04.2025,PRODUCTPAGE,View,266
1058,19,13,15.03.2023,HOMEPAGE,Click,178
2083,19,13,11.01.2025,PRODUCTPAGE,Click,162
3003,19,16,01.01.2023,PRODUCTPAGE,View,293
2436,19,16,11.08.2023,HOMEPAGE,View,275
3386,19,16,14.05.2024,PRODUCTPAGE,View,228
564,19,16,02.06.2025,PRODUCTPAGE,Click,252
3851,19,19,06.09.2025,CHECKOUT,Purchase,67
2494,19,20,14.09.2024,HOMEPAGE,View,57
2193,19,20,25.11.2024,HOMEPAGE,Click,162
2610,19,20,23.11.2025,HOMEPAGE,View,121
926,20,1,27.01.2024,HOMEPAGE,Click,79
3878,20,1,30.03.2025,PRODUCTPAGE,View,263
964,20,2,10.12.2024,PRODUCTPAGE,View,140
3849,20,2,17.05.2025,HOMEPAGE,Click,248
3728,20,2,07.06.2025,CHECKOUT,Drop-off,185.333333333333
3245,20,3,25.07.2024,CHECKOUT,Drop-off,246
985,20,3,13.01.2025,PRODUCTPAGE,Click,283
531,20,3,22.05.2025,HOMEPAGE,Click,264
3134,20,4,03.12.2023,HOMEPAGE,Click,91
874,20,4,17.12.2024,CHECKOUT,Purchase,296
271,20,4,19.08.2025,CHECKOUT,Drop-off,111.666666666667
3410,20,5,04.02.2023,PRODUCTPAGE,Click,198
2319,20,5,30.12.2023,PRODUCTPAGE,View,68
2719,20,5,21.10.2024,HOMEPAGE,View,297
2048,20,6,14.01.2024,CHECKOUT,Drop-off,187.5
692,20,8,19.04.2023,PRODUCTPAGE,View,16
1431,20,8,16.09.2023,CHECKOUT,Drop-off,180.666666666667
1107,20,8,19.08.2025,PRODUCTPAGE,View,63
888,20,8,04.09.2025,PRODUCTPAGE,View,123
2116,20,8,10.11.2025,PRODUCTPAGE,View,156
3567,20,9,29.06.2024,PRODUCTPAGE,Click,204
2518,20,9,01.08.2024,CHECKOUT,Drop-off,224.5
1152,20,10,25.08.2023,HOMEPAGE,View,166
1953,20,10,26.02.2024,HOMEPAGE,View,232
2476,20,10,05.12.2024,HOMEPAGE,View,25
920,20,11,04.12.2025,CHECKOUT,Drop-off,236.5
1988,20,12,08.09.2025,PRODUCTPAGE,View,14
1475,20,13,23.11.2025,HOMEPAGE,View,65
2711,20,14,21.08.2024,HOMEPAGE,View,76
1385,20,15,17.07.2024,PRODUCTPAGE,View,82
2854,20,15,16.08.2025,CHECKOUT,Purchase,223
3062,20,16,24.07.2023,CHECKOUT,Drop-off,176.25
73,20,16,17.09.2024,HOMEPAGE,View,17
1492,20,17,25.04.2024,HOMEPAGE,Click,284
743,20,17,07.04.2025,PRODUCTPAGE,View,283
110,20,18,07.02.2023,PRODUCTPAGE,View,232
433,20,18,27.11.2025,PRODUCTPAGE,Click,205
2883,20,19,03.10.2024,HOMEPAGE,Click,105
3317,20,20,20.12.2023,CHECKOUT,Drop-off,187.333333333333
2685,20,20,21.03.2025,HOMEPAGE,Click,46
2327,21,1,07.11.2023,HOMEPAGE,View,228
2446,21,1,16.11.2024,PRODUCTPAGE,View,22
1846,21,2,18.03.2023,PRODUCTPAGE,View,197
1871,21,2,24.06.2023,HOMEPAGE,Click,262
3101,21,2,16.05.2024,HOMEPAGE,View,236
1826,21,2,17.10.2024,PRODUCTPAGE,View,220
959,21,4,12.07.2023,HOMEPAGE,View,16
3315,21,4,08.10.2023,HOMEPAGE,Click,73
1323,21,5,03.07.2023,CHECKOUT,Drop-off,143.857142857143
2122,21,5,28.08.2023,HOMEPAGE,View,79
315,21,6,05.11.2023,HOMEPAGE,Click,74
2652,21,6,14.02.2025,PRODUCTPAGE,Click,117
1552,21,7,29.06.2023,PRODUCTPAGE,View,287
1566,21,7,29.01.2024,PRODUCTPAGE,Click,234
2309,21,7,20.08.2025,PRODUCTPAGE,Click,30
3229,21,8,26.11.2024,HOMEPAGE,Click,197
43,21,8,14.03.2025,HOMEPAGE,View,40
2075,21,9,09.07.2024,CHECKOUT,Drop-off,145
3843,21,9,20.03.2025,PRODUCTPAGE,Click,148
2030,21,10,10.06.2024,HOMEPAGE,View,171
600,21,11,16.03.2023,HOMEPAGE,View,123
2324,21,12,09.04.2025,HOMEPAGE,Click,104
1754,21,12,17.05.2025,PRODUCTPAGE,View,98
1713,21,13,17.04.2024,HOMEPAGE,Click,202
785,21,14,31.03.2024,CHECKOUT,Drop-off,153.25
3273,21,14,31.03.2024,HOMEPAGE,View,259
2125,21,14,21.01.2025,CHECKOUT,Drop-off,159
1869,21,14,02.06.2025,HOMEPAGE,View,152
2444,21,15,16.05.2024,PRODUCTPAGE,View,134
849,21,15,27.09.2025,HOMEPAGE,View,177
1730,21,15,29.09.2025,HOMEPAGE,View,152
3329,21,16,04.03.2023,HOMEPAGE,View,255
3907,21,16,24.10.2024,PRODUCTPAGE,Click,99
1943,21,16,07.10.2025,HOMEPAGE,View,241
1432,21,17,22.05.2023,HOMEPAGE,View,161
2839,21,18,07.05.2023,HOMEPAGE,View,270
1013,21,20,15.04.2023,PRODUCTPAGE,View,201
3869,21,20,07.01.2024,PRODUCTPAGE,View,138
1982,21,20,25.03.2025,HOMEPAGE,View,189
3717,22,1,05.03.2023,PRODUCTPAGE,View,273
1254,22,1,05.09.2023,PRODUCTPAGE,Click,244
1644,22,1,11.10.2024,PRODUCTPAGE,View,97
2383,22,2,06.09.2023,HOMEPAGE,Click,195
2387,22,2,04.06.2024,PRODUCTPAGE,View,92
2568,22,3,05.07.2024,HOMEPAGE,Click,142
2244,22,3,17.05.2025,PRODUCTPAGE,View,139
2071,22,3,23.08.2025,CHECKOUT,Drop-off,172.25
1418,22,4,07.11.2023,CHECKOUT,Purchase,281
387,22,4,19.12.2024,CHECKOUT,Drop-off,80
825,22,4,31.10.2025,PRODUCTPAGE,View,80
3708,22,5,16.02.2024,HOMEPAGE,Click,267
3060,22,6,21.06.2023,CHECKOUT,Purchase,105
3549,22,6,22.09.2023,PRODUCTPAGE,View,172
3880,22,6,17.10.2023,HOMEPAGE,View,61
1036,22,7,11.04.2023,PRODUCTPAGE,Click,30
1410,22,7,26.01.2024,CHECKOUT,Drop-off,155.5
2669,22,7,14.09.2024,HOMEPAGE,Click,204
2931,22,7,26.11.2025,PRODUCTPAGE,Click,209
3242,22,8,22.03.2023,PRODUCTPAGE,View,26
2994,22,8,03.12.2024,HOMEPAGE,View,72
2500,22,9,17.03.2023,PRODUCTPAGE,View,17
96,22,9,28.07.2024,PRODUCTPAGE,View,212
1945,22,10,16.03.2023,HOMEPAGE,View,68
1800,22,11,29.12.2023,PRODUCTPAGE,Click,143
1706,22,13,05.04.2023,HOMEPAGE,View,278
793,22,13,24.09.2025,HOMEPAGE,View,238
3626,22,14,21.05.2024,PRODUCTPAGE,View,10
1019,22,14,20.07.2025,HOMEPAGE,View,100
3257,22,14,08.08.2025,CHECKOUT,Drop-off,53
3801,22,15,13.02.2023,PRODUCTPAGE,View,120
1776,22,15,06.09.2023,HOMEPAGE,View,70
1994,22,15,24.09.2024,HOMEPAGE,Click,176
3191,22,16,30.04.2025,HOMEPAGE,Click,193
1584,22,17,13.04.2024,PRODUCTPAGE,Click,67
2115,22,17,20.10.2024,HOMEPAGE,View,77
3898,22,17,21.09.2025,HOMEPAGE,View,74
1189,22,18,20.07.2023,PRODUCTPAGE,View,139
322,22,18,25.05.2024,PRODUCTPAGE,View,18
1581,22,18,09.06.2024,HOMEPAGE,Click,217
2009,22,18,22.08.2025,PRODUCTPAGE,View,188
970,22,19,19.08.2023,HOMEPAGE,View,199
1509,22,19,03.11.2023,HOMEPAGE,Click,294
2932,22,19,04.10.2024,HOMEPAGE,Click,181
2238,22,19,14.11.2024,HOMEPAGE,View,268
2991,22,19,19.01.2025,HOMEPAGE,View,193
3552,22,19,04.04.2025,CHECKOUT,Drop-off,149.2
1866,22,20,28.01.2025,HOMEPAGE,View,216
1727,23,1,30.01.2023,CHECKOUT,Drop-off,127.333333333333
813,23,1,06.04.2023,CHECKOUT,Drop-off,122.333333333333
2411,23,1,25.05.2024,CHECKOUT,Purchase,44
3213,23,1,13.04.2025,HOMEPAGE,View,250
3082,23,1,23.10.2025,HOMEPAGE,View,40
1782,23,2,06.03.2024,CHECKOUT,Drop-off,183
1978,23,2,04.12.2024,HOMEPAGE,Click,281
375,23,2,08.03.2025,CHECKOUT,Purchase,125
754,23,2,17.08.2025,HOMEPAGE,View,168
3350,23,3,29.01.2024,HOMEPAGE,Click,18
2773,23,4,15.08.2025,PRODUCTPAGE,View,79
689,23,5,09.01.2024,CHECKOUT,Drop-off,53
1766,23,5,17.04.2025,HOMEPAGE,Click,95
261,23,5,07.10.2025,HOMEPAGE,View,239
2859,23,6,17.06.2024,HOMEPAGE,View,275
1493,23,7,07.03.2023,HOMEPAGE,View,186
1267,23,9,01.01.2023,PRODUCTPAGE,View,145
1190,23,9,27.02.2023,HOMEPAGE,Click,49
1864,23,9,27.08.2023,HOMEPAGE,Click,253
619,23,10,21.03.2023,PRODUCTPAGE,View,300
3158,23,10,25.04.2025,CHECKOUT,Drop-off,90.5
672,23,11,15.06.2024,HOMEPAGE,Click,26
11,23,12,22.08.2023,CHECKOUT,Drop-off,95.7142857142857
2407,23,12,02.02.2025,CHECKOUT,Drop-off,218.666666666667
730,23,13,10.06.2023,CHECKOUT,Drop-off,NULL
3409,23,13,15.07.2025,HOMEPAGE,Click,65
3765,23,13,15.08.2025,HOMEPAGE,View,65
1933,23,14,06.04.2023,HOMEPAGE,Click,111
2831,23,14,31.07.2024,CHECKOUT,Drop-off,162.333333333333
2039,23,15,25.02.2025,CHECKOUT,Drop-off,104
3342,23,16,18.01.2024,HOMEPAGE,Click,93
2479,23,16,06.11.2024,PRODUCTPAGE,Click,145
342,23,17,19.06.2024,PRODUCTPAGE,View,109
2119,23,17,28.08.2024,HOMEPAGE,View,97
1825,23,20,03.10.2024,PRODUCTPAGE,View,265
3103,23,20,21.07.2025,PRODUCTPAGE,Drop-off,124.75
3513,24,1,12.03.2025,PRODUCTPAGE,Click,264
2301,24,1,06.10.2025,HOMEPAGE,View,285
514,24,3,18.06.2024,PRODUCTPAGE,Click,38
919,24,3,10.07.2024,PRODUCTPAGE,View,158
736,24,3,25.12.2024,PRODUCTPAGE,View,226
2586,24,3,19.07.2025,CHECKOUT,Drop-off,195
3436,24,4,12.03.2024,CHECKOUT,Drop-off,273
53,24,4,05.04.2024,HOMEPAGE,View,182
2958,24,4,12.09.2024,HOMEPAGE,View,234
1662,24,5,23.03.2023,HOMEPAGE,View,253
139,24,5,13.11.2025,HOMEPAGE,View,248
2790,24,6,04.08.2024,HOMEPAGE,View,220
1575,24,6,19.11.2025,PRODUCTPAGE,Click,243
2028,24,7,19.05.2025,PRODUCTPAGE,View,181
1165,24,8,03.03.2023,HOMEPAGE,Click,203
3763,24,8,09.11.2023,PRODUCTPAGE,View,215
2925,24,8,12.11.2023,PRODUCTPAGE,Click,244
3230,24,8,27.03.2025,CHECKOUT,Purchase,26
2376,24,8,14.08.2025,HOMEPAGE,Click,20
3203,24,9,05.07.2024,HOMEPAGE,View,68
819,24,9,25.01.2025,HOMEPAGE,Click,144
3096,24,10,19.12.2025,CHECKOUT,Drop-off,226
1863,24,11,03.05.2025,HOMEPAGE,View,219
2841,24,11,25.07.2025,CHECKOUT,Purchase,130
3364,24,12,07.11.2023,CHECKOUT,Purchase,210
101,24,12,14.04.2024,HOMEPAGE,Click,37
3735,24,12,03.11.2024,HOMEPAGE,Click,78
3222,24,13,25.04.2023,PRODUCTPAGE,Click,116
1499,24,14,07.12.2023,PRODUCTPAGE,View,217
3887,24,14,14.10.2024,CHECKOUT,Drop-off,146
414,24,15,06.05.2025,PRODUCTPAGE,Drop-off,183.25
2862,24,16,20.09.2024,HOMEPAGE,View,196
808,24,16,30.04.2025,PRODUCTPAGE,Click,276
2466,24,17,11.08.2023,PRODUCTPAGE,View,132
1801,24,17,20.12.2024,HOMEPAGE,Click,74
3847,24,17,02.02.2025,CHECKOUT,Drop-off,218.666666666667
3754,24,17,16.08.2025,PRODUCTPAGE,View,31
3427,24,18,29.07.2023,PRODUCTPAGE,Click,283
2938,24,18,12.06.2024,CHECKOUT,Purchase,255
1318,24,18,09.10.2025,HOMEPAGE,View,59
3430,24,19,13.04.2025,CHECKOUT,Drop-off,208.333333333333
1140,24,20,07.12.2023,CHECKOUT,Drop-off,230.5
3462,24,20,15.03.2025,HOMEPAGE,Click,39
3088,24,20,21.06.2025,HOMEPAGE,Click,20
67,25,1,21.05.2023,PRODUCTPAGE,Click,57
3768,25,1,15.10.2024,HOMEPAGE,View,229
1949,25,2,23.04.2023,HOMEPAGE,View,238
421,25,2,22.10.2023,PRODUCTPAGE,Click,269
186,25,2,04.01.2024,PRODUCTPAGE,View,287
3419,25,3,01.01.2023,HOMEPAGE,Click,260
3308,25,3,04.02.2024,PRODUCTPAGE,View,171
3505,25,3,21.01.2025,HOMEPAGE,Click,160
2016,25,3,31.07.2025,PRODUCTPAGE,View,290
1924,25,3,30.09.2025,HOMEPAGE,View,249
3285,25,3,02.12.2025,HOMEPAGE,View,244
3420,25,4,21.10.2024,HOMEPAGE,View,102
2243,25,4,20.03.2025,PRODUCTPAGE,View,141
3744,25,5,10.02.2023,PRODUCTPAGE,View,120
1562,25,5,09.08.2025,PRODUCTPAGE,View,90
3633,25,6,25.09.2023,CHECKOUT,Drop-off,226.25
2020,25,6,17.11.2024,PRODUCTPAGE,View,173
858,25,7,12.06.2023,CHECKOUT,Drop-off,150.4
196,25,8,23.08.2025,PRODUCTPAGE,Click,25
538,25,9,11.04.2024,HOMEPAGE,View,232
1749,25,9,01.09.2024,CHECKOUT,Drop-off,155
2250,25,9,29.05.2025,PRODUCTPAGE,View,122
1083,25,10,29.01.2025,HOMEPAGE,Click,173
778,25,10,19.02.2025,PRODUCTPAGE,View,264
3052,25,10,09.12.2025,PRODUCTPAGE,Click,252
1928,25,11,15.06.2023,PRODUCTPAGE,View,13
1169,25,11,31.07.2024,CHECKOUT,Drop-off,162.333333333333
2852,25,11,23.08.2024,HOMEPAGE,Click,160
2458,25,12,04.11.2023,PRODUCTPAGE,View,112
2362,25,12,15.11.2023,CHECKOUT,Drop-off,66
3795,25,12,08.05.2024,PRODUCTPAGE,View,117
3532,25,12,29.05.2025,PRODUCTPAGE,View,81
566,25,12,27.09.2025,CHECKOUT,Purchase,188
3240,25,15,02.08.2023,CHECKOUT,Purchase,109
1160,25,15,03.03.2025,CHECKOUT,Purchase,124
3821,25,16,26.04.2023,PRODUCTPAGE,Click,200
420,25,16,04.09.2023,HOMEPAGE,Click,204
1136,25,16,11.04.2024,PRODUCTPAGE,View,124
2642,25,17,08.06.2024,CHECKOUT,Drop-off,140.5
1703,25,17,29.07.2024,HOMEPAGE,View,87
1462,25,17,28.05.2025,PRODUCTPAGE,View,12
975,25,18,18.08.2025,HOMEPAGE,Click,134
2469,25,18,30.11.2025,PRODUCTPAGE,View,93
759,25,19,31.10.2024,PRODUCTPAGE,View,87
2054,26,1,31.01.2023,CHECKOUT,Drop-off,147.5
3895,26,1,14.11.2024,HOMEPAGE,View,300
2677,26,2,17.07.2023,HOMEPAGE,View,57
565,26,2,16.11.2023,HOMEPAGE,Click,64
705,26,2,01.01.2025,PRODUCTPAGE,View,124
399,26,2,03.08.2025,PRODUCTPAGE,View,108
1600,26,3,02.01.2023,HOMEPAGE,Click,139
156,26,3,18.10.2024,CHECKOUT,Drop-off,NULL
1470,26,4,12.05.2023,PRODUCTPAGE,View,220
1931,26,4,22.07.2023,HOMEPAGE,View,133
3500,26,5,13.02.2023,HOMEPAGE,View,280
2720,26,6,25.09.2025,HOMEPAGE,Click,119
2755,26,7,07.01.2024,PRODUCTPAGE,View,157
3718,26,7,09.11.2024,HOMEPAGE,Click,136
1528,26,7,12.06.2025,PRODUCTPAGE,View,104
1852,26,8,04.09.2024,HOMEPAGE,Click,163
750,26,8,19.02.2025,CHECKOUT,Drop-off,194.2
247,26,9,26.10.2023,HOMEPAGE,View,97
1368,26,10,09.11.2024,PRODUCTPAGE,View,33
1095,26,10,12.01.2025,CHECKOUT,Drop-off,126
368,26,10,28.04.2025,PRODUCTPAGE,View,217
2815,26,11,28.02.2024,PRODUCTPAGE,View,108
1964,26,11,19.06.2024,PRODUCTPAGE,View,100
3570,26,12,21.04.2024,HOMEPAGE,View,48
3873,26,13,17.12.2023,HOMEPAGE,View,240
2068,26,14,17.05.2023,HOMEPAGE,View,18
2799,26,14,18.09.2024,HOMEPAGE,View,186
118,26,14,25.04.2025,PRODUCTPAGE,View,71
1999,26,14,09.07.2025,HOMEPAGE,View,88
2162,26,15,09.06.2023,HOMEPAGE,Click,219
423,26,15,12.06.2023,HOMEPAGE,Click,121
2973,26,15,25.10.2024,PRODUCTPAGE,View,239
3579,26,15,24.10.2025,CHECKOUT,Drop-off,NULL
2081,26,15,10.11.2025,CHECKOUT,Drop-off,108.666666666667
2765,26,16,28.06.2023,PRODUCTPAGE,Click,32
1174,26,16,18.02.2025,CHECKOUT,Drop-off,90.4
2878,26,16,23.07.2025,PRODUCTPAGE,View,260
3791,26,17,02.06.2025,PRODUCTPAGE,View,232
1464,26,18,23.08.2023,HOMEPAGE,View,26
138,26,18,11.05.2025,PRODUCTPAGE,View,172
724,26,19,25.08.2024,HOMEPAGE,Click,286
3349,26,20,31.05.2024,CHECKOUT,Drop-off,12
116,27,1,29.04.2024,PRODUCTPAGE,View,297
2274,27,1,12.09.2024,CHECKOUT,Drop-off,196.5
465,27,1,26.08.2025,PRODUCTPAGE,View,228
1634,27,4,28.06.2023,PRODUCTPAGE,Click,25
859,27,4,11.07.2023,HOMEPAGE,Click,249
448,27,4,30.09.2023,PRODUCTPAGE,View,279
1117,27,4,03.03.2024,HOMEPAGE,Click,155
1646,27,5,01.08.2023,HOMEPAGE,View,23
185,27,6,29.12.2023,PRODUCTPAGE,View,165
345,27,6,22.12.2024,CHECKOUT,Drop-off,81
841,27,6,18.10.2025,PRODUCTPAGE,View,244
2109,27,7,22.07.2023,HOMEPAGE,View,163
406,27,7,09.05.2025,PRODUCTPAGE,View,107
1201,27,7,19.05.2025,CHECKOUT,Drop-off,181.666666666667
2770,27,8,31.01.2024,CHECKOUT,Purchase,251
1667,27,8,18.04.2025,PRODUCTPAGE,View,199
3468,27,11,27.06.2025,HOMEPAGE,Click,298
1255,27,12,01.04.2023,PRODUCTPAGE,Click,166
1134,27,12,08.03.2025,HOMEPAGE,View,63
895,27,13,05.10.2025,HOMEPAGE,View,232
3476,27,14,10.10.2024,HOMEPAGE,View,260
3493,27,15,19.09.2025,CHECKOUT,Drop-off,235.333333333333
2595,27,16,19.10.2025,HOMEPAGE,Click,20
3751,27,17,30.10.2024,PRODUCTPAGE,View,195
3209,27,17,23.11.2024,CHECKOUT,Drop-off,264.5
809,27,17,06.05.2025,CHECKOUT,Purchase,196
3247,27,18,14.12.2023,CHECKOUT,Purchase,222
276,27,19,22.11.2023,CHECKOUT,Drop-off,179
3814,27,19,13.06.2025,PRODUCTPAGE,View,80
1072,28,1,04.06.2023,PRODUCTPAGE,View,149
3776,28,1,22.10.2023,PRODUCTPAGE,Drop-off,172.8
2275,28,1,08.07.2025,PRODUCTPAGE,View,21
3857,28,2,19.04.2023,PRODUCTPAGE,Drop-off,108.2
1193,28,3,16.03.2023,PRODUCTPAGE,View,291
3693,28,3,14.04.2023,PRODUCTPAGE,View,166
1970,28,3,12.07.2023,CHECKOUT,Drop-off,76.3333333333333
2638,28,3,07.03.2025,PRODUCTPAGE,View,262
2909,28,3,21.09.2025,HOMEPAGE,View,290
2535,28,4,20.01.2024,HOMEPAGE,View,295
1176,28,4,07.06.2024,CHECKOUT,Drop-off,46
3235,28,5,21.11.2023,HOMEPAGE,View,186
764,28,6,28.07.2023,HOMEPAGE,View,271
540,28,6,27.05.2024,HOMEPAGE,Click,122
3899,28,6,29.08.2024,PRODUCTPAGE,View,263
3502,28,7,14.10.2023,PRODUCTPAGE,View,70
1813,28,7,22.07.2024,PRODUCTPAGE,View,237
2660,28,7,21.01.2025,PRODUCTPAGE,View,193
2950,28,8,16.09.2023,HOMEPAGE,Click,278
2707,28,8,03.06.2024,HOMEPAGE,Click,298
3731,28,8,16.03.2025,HOMEPAGE,Click,128
3382,28,8,24.09.2025,HOMEPAGE,View,197
1076,28,9,31.07.2024,PRODUCTPAGE,Click,63
2805,28,9,28.11.2025,CHECKOUT,Drop-off,190.5
2890,28,10,31.01.2023,PRODUCTPAGE,View,256
2863,28,10,10.04.2023,HOMEPAGE,Click,266
2900,28,10,19.01.2024,HOMEPAGE,Click,63
773,28,10,10.02.2025,PRODUCTPAGE,View,102
3244,28,10,12.04.2025,PRODUCTPAGE,View,240
1778,28,11,10.01.2025,PRODUCTPAGE,View,34
1921,28,12,30.03.2023,PRODUCTPAGE,Click,172
400,28,12,30.05.2024,HOMEPAGE,View,45
939,28,14,04.02.2024,PRODUCTPAGE,Click,226
472,28,14,09.03.2025,PRODUCTPAGE,Click,94
2923,28,15,11.09.2023,PRODUCTPAGE,View,186
2573,28,15,10.08.2025,HOMEPAGE,View,57
2771,28,15,30.08.2025,PRODUCTPAGE,View,217
1073,28,16,04.10.2024,HOMEPAGE,View,285
2894,28,17,22.02.2023,CHECKOUT,Drop-off,222.333333333333
1064,28,17,02.08.2025,CHECKOUT,Drop-off,106.8
907,28,17,30.11.2025,PRODUCTPAGE,View,180
3915,28,19,26.04.2025,HOMEPAGE,View,18
3196,28,19,02.09.2025,HOMEPAGE,View,124
1596,28,19,08.10.2025,HOMEPAGE,Click,162
2217,28,20,19.06.2024,HOMEPAGE,View,28
1131,29,1,02.02.2025,PRODUCTPAGE,Click,227
171,29,2,09.09.2023,HOMEPAGE,Click,287
2164,29,3,04.07.2023,CHECKOUT,Purchase,174
44,29,3,29.02.2024,HOMEPAGE,View,193
2001,29,3,04.06.2024,PRODUCTPAGE,View,27
3328,29,3,20.12.2024,PRODUCTPAGE,View,84
237,29,4,26.06.2023,HOMEPAGE,Click,260
2288,29,4,27.07.2023,HOMEPAGE,Click,141
1404,29,4,22.07.2024,HOMEPAGE,View,59
868,29,4,25.11.2025,HOMEPAGE,Click,41
413,29,5,09.07.2023,PRODUCTPAGE,Click,235
1695,29,5,09.06.2024,PRODUCTPAGE,View,247
2574,29,5,17.10.2024,CHECKOUT,Drop-off,219.5
2447,29,5,23.11.2025,HOMEPAGE,View,264
570,29,5,25.11.2025,PRODUCTPAGE,View,193
3830,29,6,26.10.2023,PRODUCTPAGE,View,131
2838,29,6,23.05.2024,PRODUCTPAGE,View,93
